Assessment ID,Species or Taxon,Common Names,Year Assessed,Countries,Publication,Criteria system,Status,Publication citation,Scope
94667,"Funambulus palmarum Linnaeus, 1766","Indian Palm Squirrel, Common Palm Squirrel, Three-striped Palm Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94671,"Funambulus pennantii Wroughton, 1905","Northern Palm Squirrel, Five-striped Palm Squirrel",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94669,"Funambulus pennantii Wroughton, 1905","Northern Palm Squirrel, Five-striped Palm Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94675,"Funambulus sublineatus Waterhouse, 1838",Dusky-striped Squirrel,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94680,"Gerbillus gleadowi Murray, 1886",Little Hairy-footed Gerbil,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94683,"Gerbillus nanus Blanford, 1875","Baluchistan Gerbil, Pygmy Gerbil, Wagner's Gerbil",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94689,"Golunda ellioti Gray, 1837",Indian Bush Rat,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94687,"Golunda ellioti Gray, 1837",Indian Bush Rat,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94693,"Hemiechinus collaris Gray, 1830",Collared Hedgehog,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94697,"Hemiechinus micropus Blyth, 1846",Indian Hedgehog,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94702,"Hylopetes alboniger Hodgson, 1836","Parti-coloured Gliding Squirrel, Parti-coloured Flying Squirrel",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable (Downlisted from Endangered)
VU°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94701,"Hylopetes alboniger Hodgson, 1836","Parti-coloured Gliding Squirrel, Parti-coloured Flying Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94705,"Hylopetes baberi Blyth, 1847","Small Afghan Gliding Squirrel, Small Afghan Flying Squirrel",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94708,"Hyperacrius fertilis True, 1894","True's Vole, Burrowing Vole",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94711,"Hyperacrius wynnei Blanford, 1881",Murree Vole,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94715,"Hystrix brachyura Linnaeus, 1758",Himalayan Crestless Porcupine,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened (Downlisted from Vulnerable)
NT°","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94714,"Hystrix brachyura Linnaeus, 1758",Himalayan Crestless Porcupine,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94721,"Hystrix indica Kerr, 1792","Indian Crested Porcupine, Indian Porcupine, Crested Porcupine",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94719,"Hystrix indica Kerr, 1792","Indian Crested Porcupine, Indian Porcupine, Crested Porcupine",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94726,"Leopoldamys sabanus Thomas, 1887",Noisy Rat,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Data Deficient
DD","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94729,"Lepus capensis Linnaeus, 1758",Cape Hare,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94735,"Lepus nigricollis Cuvier, 1823","Black-naped Hare, Indian Hare",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94733,"Lepus nigricollis Cuvier, 1823","Black-naped Hare, Indian Hare",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94740,"Lepus oiostolus Hodgson, 1840",Woolly Hare,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94739,"Lepus oiostolus Hodgson, 1840",Woolly Hare,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94746,"Manis crassicaudata Gray, 1827",Indian Pangolin,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94744,"Manis crassicaudata Gray, 1827",Indian Pangolin,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94750,"Manis pentadactyla Linnaeus, 1758",Chinese Pangolin,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Endangered
EN","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94749,"Manis pentadactyla Linnaeus, 1758",Chinese Pangolin,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Vulnerable
VU","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94752,"Marmota caudata Geoffroy, 1844",Long-tailed Marmot,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94757,"Marmota himalayana Hodgson, 1841","Himalayan Marmot, Karakoram Marmot",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94755,"Marmota himalayana Hodgson, 1841","Himalayan Marmot, Karakoram Marmot",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94760,"Meriones hurrianae Jerdon, 1867",Indian Desert Gerbil,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Near Threatened
NT","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94768,"Microtus leucurus Blyth, 1863",Blyth's Vole,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94767,"Microtus leucurus Blyth, 1863",Blyth's Vole,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94771,"Microtus sikimensis Hodgson, 1849",Sikkim Vole,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94770,"Microtus sikimensis Hodgson, 1849",Sikkim Vole,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94774,"Millardia gleadowi Murray, 1885","Sand-coloured Metad, Sand-coloured Rat",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94781,"Millardia meltada Gray, 1837","Soft-furred Metad, Soft-furred Field Rat",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94779,"Millardia meltada Gray, 1837","Soft-furred Metad, Soft-furred Field Rat",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94786,"Mus booduga Gray, 1837","Common Indian Field Mouse, Little Indian Field Mouse",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94784,"Mus booduga Gray, 1837","Common Indian Field Mouse, Little Indian Field Mouse",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94792,"Mus cervicolor Hodgson, 1845",Fawn-coloured Mouse,2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94790,"Mus cervicolor Hodgson, 1845",Fawn-coloured Mouse,2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
94795,"Mus cookie Ryley, 1914","Ryley's Spiny Mouse, Cooke's Mouse",2005,Nepal,Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Data Deficient
DD","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",National
94794,"Mus cookie Ryley, 1914","Ryley's Spiny Mouse, Cooke's Mouse",2005,"Nepal, India, Pakistan, Myanmar, Viet Nam, Thailand, Indonesia, Philippines (the), Singapore",Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report,IUCN,"Least Concern
LC","Sanjay Molur, C. Srinivasulu, Bhargavi Srinivasulu, Sally Walker, P.O. Nameer and Latha Ravikumar (2005). Status of South Asian Non-volant Small Mammals: Conservation Assessment and Management Plan (C.A.M.P.) Workshop Report. Zoo Outreach Organisation / CBSG-South Asia, Coimbatore, India, 618pp.",Regional (multi-national)
